state_ut,serial_no,address_raw,host_organization,year_of_sanction,type
Andhra Pradesh,19,"PO: Rastakuntubai, Vizianagaram-535523","Vice-Chancellor, Acharya N.G. Ranga Agricultural University, Rajendranagar, Hyderabad-500030",1983,SAU
Andhra Pradesh,20,"PO. Karakambadi Vanasthali, Tirupathi, Distt. Chittoor-517501","Chairman, Rayalseema Seva Samiti, 9,Old Hazur Office Building, Tirupathi, Chittoor-517 520",1992,NGO
Andhra Pradesh,21,"Dr.Y.S.R.Horticultural University, Venkataramannagudem West Godavari District- 534 101","Vice Chancellor,Dr.Y.S.R.Horticultural University ,Venkataramannagudem",2010,SAU
Andhra Pradesh,22,Undi – 534 199 West Godavari Dt,"Vice-Chancellor, Acharya N.G. Ranga Agricultural University, Rajendranagar, Hyderabad-500030",1995,SAU
Andhra Pradesh,23,Nellore (Andhra Pradesh),"Vice-Chancellor, Dr. YSR Hort. University,West Godawari, Andhra Pradesh	22-09-",2016,SAU
Andhra Pradesh,24,"Vonipenta village, Mydukur , Mandal, Kadapa Distt. of Andhra Pradesh","Vice-Chancellor, Dr. YSR Hort. University,West Godawari, Andhra Pradesh	12-01-",2017,SAU
Telangana,1,"Ramnagar, Adilabad -504001","Vice Chancellor Professor Jayashankar Telangana State Agricultural University (PJTSAU), Rajendranagar,Hyderabad – 500 030",2000,SAU
Telangana,2,"Jaya Prakashnagar, , Jammikunta, Dist: Karimnagar - 505122","Chairman Grama Nava NirmanSamithi Jayaprakashnagar, Jammikunta Karimnagar Dist.",1992,NGO
Telangana,3,"Ramagirikhilla, Ratnapur Kamanpur (M) Dist: Karimnagar – 505212","Vice Chancellor,Sri Konda Laxman Telangana State Horticultural University (SKLTSHU) Rajendranagar, Hyderabad – 500 030	2010 @",2010,SAU
Telangana,4,Wyra -507 165,"Vice Chancellor Professor Jayashankar Telangana State Agricultural University (PJTSAU), Rajendranagar,Hyderabad – 500 030	2004 @",2004,SAU
Telangana,5,"Youth For Action, Madanapuram Kothakota Mandal Mahabubnagar District-– 509110","Chairman, Youth For Action, Plot No. 2020 “Sree Nivas”, Banjara Nagar, Trimulgherry – 500015 Secunderabad. @",1992,NGO
Telangana,7,"DDS-  PO.Box No.214, Near Allana factory, Didigi Village, Zaheerabad-502220, Medak","Chairman Deccan Development Society, 101, Kishan Residency, St. No.5 Begumpet, Hyderabad - 500016 @",1991,NGO
Telangana,8,"Gaddipally Village & Post Garedepally Mandal, Nalgonda -508 201","Secretary Sri Aurobindo Institute of Rural Development Gaddipally Village & Post Garedepally Mandal, Nalgonda -508201 @",1984,NGO
Telangana,9,"Kampasagar, Babusaipet Post 508 207, Nalgonda District","Vice Chancellor Professor Jayashankar Telangana State Agricultural University (PJTSAU), Rajendranagar, Hyderabad-500030",2011,SAU
Telangana,10,"(Farm Science Centre ) Rudrur, Nizamabad Dist -503188","Vice Chancellor, Professor Jayashankar Telangana State Agricultural University (PJTSAU), Rajendranagar, Hyderabad-30",2004,SAU
Telangana,11,"Hayathnagar Research Farm, Hayathnagar - 501 505","Director Central Research Institute for Dry land Agriculture, Santoshnagar, Hyderabad – 500 059.",1976,ICAR
Telangana,12,"Malyal, Mahabubabad, Warangal district","Vice Chancellor, Professor Jayashankar Telangana State Agricultural University (PJTSAU), Rajendranagar, Hyderabad – 500 030.",1989,SAU
Telangana,13,"LRS, Mamnoor Warangal -506166","Vice Chancellor, Sri P.V. Narsimha Rao Telangana State University for Veterinary, Animal and Fishery Sciences, Administrative Office, Rajendranagar, Hyderabad – 500 030",2010,SAU
Telangana,16,"Village Tuniki, Kowdipally Mandal,, Distt. Medak, Telangana The chairman, Ekalavya Foundation (NGO), #1-8-522/7, Chikkadapally, Hyderabad-500 020 (Telangana) NGO",,,NGO
Karnataka,1,"Chandurayanghalli, Distt. Ramanagram-560065","Vice-Chancellor, University of Agril. Sciences, GKVK,Bangalore-560 065	2010 $",2010,SAU
Karnataka,2,Distt. Tumkur,"The Director, IIHR Hessarghatta, Bangalore.	2009 @",2009,ICAR
Karnataka,3,"Hadonahalli Village, Doddaballapur Taluk, Distt. Bangalore Rural-561 205","Vice-Chancellor, University of Agricultural Sciences, Bangalore, Karnataka.",2006,SAU
Karnataka,4,"Agricultural Research Station, Distt. Bagalkot-587101","Vice-Chancellor, University of Agril. Sciences, Dharwad-580 005",2005,SAU
Karnataka,5,"Saidapur Farm, Distt. Dharwad580 005","Vice-Chancellor, University of Agril. Sciences, Dharwad-580 005",2004,SAU
Karnataka,6,"ARS Campus, Kanakagiri Raod Gangavati, Distt. Koppal-583 227","Vice-Chancellor, University of Agril. Sciences, Raichur-584 102",2004,SAU
Karnataka,7,"Agricultural Research Station, Aland Road, Distt. Gulbarga-585101","Vice-Chancellor, University of Agril. Sciences, Raichur-584 102",2004,SAU
Karnataka,8,"Regional Agricultural Research Station, P.Box No.18, PO. & Distt. Bijapur-586101","Vice-Chancellor, University of Agril. Sciences, Dharwad-580 005",2004,SAU
Karnataka,9,"Banvasi Road, Sirsi, Distt. Uttara Kannada-581401","Vice-Chancellor, University of Agril. Sciences, Dharwad-580 005",2004,SAU
Karnataka,10,"Krishi  VC Farm, Distt. Mandya-571 405","Vice-Chancellor, University of Agril. Sciences, GKVK, Bangalore-560 065",2004,SAU
Karnataka,11,"Krishi  Zonal Agricultural Research Station, P.B.No. 126, Navile, Dist-Shimoga-577204","Vice-Chancellor, University of Agril. Sciences, GKVK,Bangalore-560 065",2004,SAU
Karnataka,12,"Zonal Agricultural Research Station, Konehally, Tiptur-572202, Distt. Tumkur","Vice-Chancellor, University of Agril. Sciences, GKVK, Bangalore-560 065",2004,SAU
Karnataka,13,"Zonal Agricultural Reseach Station, Brahmavar, Distt. Udupi-576213","Vice-Chancellor, University of Agril. Sciences, GKVK, Bangalore-560 065",2004,SAU
Karnataka,14,"Babbur Farm, Hiriyur, Distt. Chitradurga-572143","Vice-Chancellor, University of Agril. Sciences, GKVK,Bangalore-560 065",2004,SAU
Karnataka,15,"Agricultural Research Station, Kankanady Mangalore, Distt. Dakshina Kannada-575 002","Vice-Chancellor, Karnataka Veterinary, Animal and Fisheries Sciences University, Bidar-585 401",2004,SAU
Karnataka,16,"Seed Farm, Hardanahally, Distt. Chamrajanagar-571313","Vice-Chancellor, University of Agril. Sciences, GKVK,Bangalore-560 065",2004,SAU
Karnataka,17,"Anubhava Mantap, P.B.No.303 Distt. Davanagere-577 004","Chairman, Taralabalu Rural Development Foundation (TRDF), Anubhava Mantapa Davanagere-577004 , Karnataka",2004,NGO
Karnataka,18,"P.B.No. 24, Distt. Raichur-584 101","Vice-Chancellor, University of Agril. Sciences, Raichur-584 102",1994,SAU
Karnataka,19,"Hagari, Distt. Bellary-583 138","Vice-Chancellor, University of Agril. Sciences, Raichur-584 102",1994,SAU
Karnataka,21,"Suttur, Nanjangud Taluk, Distt. Mysore-571 129","President, JSS, Mahavidyapeeth, Ramanuj Rd, Mysore-570 004",1994,NGO
Karnataka,23,"Kandail, Distt. Hassan-573 217","Vice-Chancellor, University of Agril. Sciences, GKVK,Bangalore-560 065",1992,SAU
Karnataka,24,"Post Box No.58, Distt. Bidar-585 401","Vice-Chancellor, University of Agril. Sciences, Raichur-584 102",1985,SAU
Karnataka,25,"Agricultural Research Station, Mudigere, Distt. Chikkamagalur-577132","Vice-Chancellor, University of Agril. Sciences, GKVK,Bangalore-560 065",1985,SAU
Karnataka,26,"Hulkoti, Distt. Gadag-582 205","Chairman, K.H.Patil Agril. Sciences Foundation, Distt. Gadag-582205",1985,NGO
Karnataka,27,"Hanumanmatti, Ranebennur, Distt. Haveri-581 135","Vice-Chancellor, University of Agril. Sciences, Dharwad-580 005",1977,SAU
Karnataka,28,"Gonikoppal, Distt. Kodagu-571213","The Director, IIHR, 255,Upper Palace, Orchards, Bangalore-79",1976,ICAR
Karnataka,29,"Mattikipp Village, Baihongal Taluk, Belgaum Distt","President, Karnataka Lingayat Education Society,College road, Belgaum (Karnataka)",2011,NGO
Karnataka,30,"Village- Raddewadgi, Taluk-Jewargi, Distt.- Gulbarga","Vice-Chancellor, University of Agril. Sciences, Raichur-584 102	13/12/2011 @",13/12/2011,SAU
Karnataka,31,"At –Tamka Farm, Distt. Kolar","The Vice Chancellor, University of Horticultural Sciences, Sector No - 60, Navanagar, Bangalkot – 587 102",06/12/2012,SAU
Karnataka,32,Bijapur (Karnataka),"The Vice Chancellor, UAS, Dharwad",28/09/2016,SAU
Karnataka,33,Dist.Yadgir (Karnataka),"The Vice Chancellor, UAS, Raichur",2017,SAU
Kerala,1,"Regional Agricultural Research Station, Kumarakom, Distt.-Kottayam-686566","Vice-Chancellor, Kerala Agril. University, Mannuithy, Thrichur-680651",2004,SAU
Kerala,2,"Panniyur, PO. Kanhirangad, Taliparamba Distt. Kannur-670142","Vice-Chancellor, Kerala Agril. University, Mannuithy, Thrichur-680651",2004,SAU
Kerala,3,"Kellappaji College of Agriculture Engineering & Technology, Tavanur, Distt. Malappuram-679 573","Vice-Chancellor, Kerala Agril. University, Mannuithy, Thrichur-680651",2004,SAU
Kerala,4,Vellanikara Distt. Thrissur-680 656,"Vice-Chancellor, Kerala Agril. University, Mannuithy, Thrichur-680651",2004,SAU
Kerala,5,"Krishi  CPCRI Regional Station, PO. Krishnapuram, Kayamkulam, Distt. Alleppey-690 533	Direcor, Central Plantation Crops Research Instiute, Kasargod-671124	2004 ICAR",,2004,ICAR
Kerala,6,"Sadanandapuram, Distt. Kollam-691550","Vice-Chancellor, Kerala Agril. University, Mannuithy, Thrichur-680651",1994,SAU
Kerala,7,"Santhanpara, Distt. Idukki-685 619","President, Bapooji Sewak Samaj, Chakkopallam, PO-Kumily-685 509",1994,NGO
Kerala,8,"Kolabhagon, Thadiyoor, Distt. Pathanamthitta-689 545","Chairman, Christian Agency for Rural Development, Tiruvalla-689 101 Pethennamthitta",1994,NGO
Kerala,9,"PO. Kudlu, Distt. Kasaragode-671124	Direcor, Central Plantation Crops Research Instiute, Kasargod-671124	1991 ICAR",,1991,ICAR
Kerala,10,"Peruvannamuzhi, Distt. Kozhikode (Calicut)-673 528","Director, Indian Institute of Spices Research (Regional enter), Calicut-673 528",1991,ICAR
Kerala,11,"Ambalavayal, Distt. Wynad-673593","Vice-Chancellor, Kerala Agril. University, Mannuithy, Thrichur-680651",1984,SAU
Kerala,12,"Pattambi, Distt. PalghAt.679 306","Vice-Chancellor, Kerala Agril. University, Mannuithy, Thrichur-680651",1979,SAU
Kerala,13,"Mitraniketan, Velland, Distt. Thiruvananthapuram-695 543","Director, Mitraniketan, Vellanad-695543, Tiruvananthapuram",1979,NGO
Kerala,14,"Narakkal, Distt. Ernakulam-682505","Director, CMFRI, P.Box No.1603, Tatapuram PO. Kochi-682 014 Kerala",1976,ICAR
Lakshadweep,1,"PO. Kiltan Island Lakshadweep-682 558	Directorate of Agriculture, Union Territory of Lakhsadweep & Monicoy Islands, Karavatti, Lakhsadweep-682 555	1996 State Govt. [https://icar.org.in/en/node/15014](https://icar.org.in/en/node/15014),[https://icar.org.in/en/node/15015](https://icar.org.in/en/node/1",,1996,State Govt
